title,content,link,timestamp
"PPN Naik, Tarif Listrik Daya 2.200 VA Didiskon 50 Persen 2 Bulan","Pemerintah memberikan diskontarif listriksebesar 50 persen bagi pelanggan rumah tangga dengan dayalistrikhingga 2.200 Volt Ampere (VA). Kebijakan ini berlaku selama dua bulan, yakni Januari hingga Februari 2025. Diskon diberikan untuk membantu meringankan beban masyarakat yang akan ditimpa beban baru pada awal 2025 mendatang; kenaikan PPN jadi 12 persen. Menteri Keuangan Sri Mulyani menyampaikan diskon tarif listrik ini diberikan untuk menjaga daya beli masyarakat di tengah tantangan ekonomi global maupun domestik. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Ini diberikan selama 2 bulan, Januari-Februari,"" ujar Sri Mulyani dalam konferensi pers di Gedung Kemenko Perekonomian, Jakarta, Senin (16/12).  Sri Mulyani menyebut akan ada 81,4 juta rumah tangga di seluruh Indonesia yang mendapatkan diskon ini. Sri Mulyani menegaskan kebijakan ini menggunakan alokasi dari Anggaran Pendapatan dan Belanja Negara (APBN) sebagai instrumen untuk memastikan kesejahteraan masyarakat tetap terjaga. ""Sehingga ekonomi kita tetap jalan meski kita pahami banyak dinamakan global yang terjadi dan di dalam negeri yang terus kita waspadai,"" tambahnya. Selain diskon listrik, pemerintah juga meluncurkan beberapa stimulus lainnya untuk mendukung kelompok rumah tangga, pekerja, dan UMKM.  Untuk rumah tangga, disalurkan bantuan pangan berupa 10 kilogram beras per bulan selama Januari-Februari 2025 kepada 16 juta penerima manfaat. Untuk pekerja yang terkena Pemutusan Hubungan Kerja (PHK), pemerintah akan mempermudah akses terhadap Jaminan Kehilangan Pekerjaan (JKP). Sementara itu, bagi UMKM, pemerintah memperpanjang masa berlaku tarif PPh final sebesar 0,5 persen hingga tahun 2025 dan membebaskan PPh bagi UMKM dengan omzet di bawah Rp500 juta per tahun. [Gambas:Video CNN] ",https://www.cnnindonesia.com/ekonomi/20241216132815-532-1177892/ppn-naik-tarif-listrik-daya-2200-va-didiskon-50-persen-2-bulan,2024-12-20 01:55:31.042341
Daftar Barang Bebas PPN di Tengah Tarif Naik Jadi 12 Persen di 2025,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menegaskan ada sejumlahbarangdan jasa dikenakan Pajak Pertambahan Nilai (PPN) 0 persen atau bebas PPN meski pemerintah menetapkan PPN naik menjadi 12 persen pada tahun depan. Pemerintah memastikan kenaikan tarif menjadi 12 persen mulai berlaku pada 1 Januari 2025, tetapi tidak akan mempengaruhi sejumlah barang kebutuhan pokok dan jasa publik yang dikecualikan. ""Sesuai dengan amanah undang-undang tentang harmoni peraturan perpajakan, ini sesuai dengan jadwal yang telah ditentukan. Tarif PPN tahun depan akan naik sebesar 12 persen per 1 Januari. Namun, barang-barang yang dibutuhkan oleh masyarakat ini PPN-nya diberikan fasilitas atau 0 persen,"" ujar Airlangga dalam konferensi pers di Gedung Kemenko Perekonomian, Jakarta, Senin (16/12). ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Airlangga merinci bahan kebutuhan pokok yang mendapatkan fasilitas bebas PPN telah diatur dalam Peraturan Presiden Nomor 59 Tahun 2020. Dalam aturan itu, barang dan jasa yang termasuk di antaranya adalah beras, daging, ikan, telur, sayuran, susu, gula konsumsi.  Selanjutnya, ada layanan jasa seperti pendidikan, kesehatan, angkutan umum, tenaga kerja, jasa keuangan, asuransi, vaksin polio, hingga penggunaan air yang juga dikenakan tarif PPN nol persen alias bebas PPN. ""Jadi barang yang seperti kebutuhan pokok seluruhnya bebas PPN,"" ucapnya. - Beras- Daging (ayam ras, sapi)- Ikan (bandeng, cakalang, tongkol, tuna, kembung/banyar/gembolo/aso-aso)- Telur ayam ras- Sayur-sayuran- Buah-buahan- Susu- Garam- Gula konsumsi- Minyak goreng (tertentu)- Cabai (hijau, merah, rawit)- Bawang merah.  - Jasa pendidikan- Jasa pelayanan kesehatan medis- Jasa pelayanan sosial- Jasa angkutan umum- Jasa keuangan- Jasa persewaan rumah susun sederhana.  Pemerintah juga menetapkan barang-barang strategis tertentu masih dikenai PPN sebesar 12 persen tetapi sebesar 1 persennya ditanggung pemerintah sehingga tarif PPN yang dikenakan yaitu 11 persen. Barang-barang strategis yang mendapat subsidi tarif PPN tersebut di antaranya Minyakita, minyak goreng curah, tepung terigu, dan gula industri. ""1 persen untuk barang kebutuhan pokok dan penting, yaitu Minyakita, dulunya minyak curah, itu diberikan 1 persen, jadi tidak naik ke 12 persen, kemudian tepung terigu dan gula industri. Jadi, masing-masing tetap di 11 persen,"" pungkasnya. [Gambas:Video CNN] ",https://www.cnnindonesia.com/ekonomi/20241216120534-532-1177849/daftar-barang-bebas-ppn-di-tengah-tarif-naik-jadi-12-persen-di-2025,2024-12-20 01:55:31.331519
Sri Mulyani Bandingkan PPN 12 Persen RI Lebih Rendah dari Turki-Afsel,"Menteri KeuanganSri Mulyani Indrawatimenyebut tarif pajak pertambahan nilai (PPN) di Indonesia masih relatif rendah jika dibandingkan negara lain. Hal itu disampaikan usai pemerintah resmi menetapkan kenaikan PPN dari 11 persen menjadi 12 persen yang berlaku mulai 1 Januari 2025. ""Tarif PPN di Indonesia dibandingkan banyak negara di dunia masih relatif rendah. Kalau kita lihat baik di dalam negara-negara yang samaemergingatau dengan negara di region maupun dalam G20,"" ujar Sri Mulyani dalam Konferensi Pers Paket Stimulus Ekonomi di Gedung Kemenko Perekonomian, Jakarta Pusat, Senin (16/12). ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Dia membandingkan dengan sejumlah negara berkembang seperti Brasil dengan PPN 17 persen, sedangkan rasio pajaknya 24,67 persen. Lalu PPN di Afrika Selatan sebesar 15 persen dengan rasio pajak mencapai 21,4 persen.  ""India 18 persen PPN dengan tax ratio mereka di 17,3 persen. Kemudian Turki 20 persen PPN-nya dengan tax ratio 16 persen,"" katanya. Kemudian, PPN di Filipina 12 persen dengan rasio pajak 15,6 persen. Lalu PPN Meksiko sebesar 16 persen dengan rasio pajak sebesar 14,46 persen. ""Jadi Indonesia saat ini dengan (PPN) 11 persentax ratiokita masih di 10,4 persen bisa memberikan gambaran pekerjaan rumah dan perbaikan yang harus kita lakukan. Tidak selalu bahwa kita harus naik setinggi yang lain. Tapi ini juga menggambarkan di mana posisi Indonesia,"" ujarnya lebih lanjut. [Gambas:Video CNN] Meski demikian, ada juga sejumlah negara yang tarif PPN nya di bawah Indonesia. Mereka adalah; Vietnam, Malaysia, Korea Selatan, Jepang dan Australia yang tarif PPN hanya 10 persen Tarif PPN Indonesia juga masih jauh lebih tinggi dibandingkan Singapura dan Thailand yang masing masing hanya 9 persen dan 7 persen.",https://www.cnnindonesia.com/ekonomi/20241216124222-532-1177867/sri-mulyani-bandingkan-ppn-12-persen-ri-lebih-rendah-dari-turki-afsel,2024-12-20 01:55:31.749170
Daftar Barang Mewah yang Kini Kena PPN 12 Persen per 1 Januari 2025,"Pemerintah memastikan kenaikanPPNjadi 12 persen resmi berlaku mulai 1 Januari 2025 mendatang. Pemerintah berdalih kenaikan dilakukan demi melaksanakan amanat Undang-Undang Nomor 7 Tahun 2024 tentang Harmonisasi Peraturan Perpajakan (UU HPP). Hal ini diumumkan Menteri Koordinator Bidang Perekonomian Airlangga Hartarto bersama Menteri Keuangan Sri Mulyani, juga menteri Kabinet Merah Putih lainnya pada Konferensi Pers Paket Stimulus Ekonomi di Gedung Kemenko Perekonomian, Jakarta Pusat, Senin (16/12). ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Namun, ia mengatakan kenaikan PPN jadi 12 persen tak berlaku untuk semua barang. Kenaikan hanya berlaku untuk  produk barang dan jasa mewah. Menteri Keuangan Sri Mulyani Indrawati menyebut salah satu produk atau jasa mewah yang dikenakan PPN 12 persen termasuk di sektor pelayanan kesehatan hingga pendidikan di segmen premium.   Ia menjelaskan pemberlakuan PPN 12 persen hanya untuk produk dan jasa kalangan atas, antara lain kelas-kelas tertentu pada layanan rumah sakit (RS) termasuk di sektor pendidikan. ""Sesuai dengan masukan dari berbagai pihak, termasuk DPR, agar azas gotong royong di mana PPN 12 persen dikenakan bagi barang yang dikategorikan mewah, maka kita juga akan menyisir untuk kelompok harga untuk barang-barang dan jasa yang merupakan barang jasa kategori premium,"" ujar Sri Mulyani dalam Konferensi Pers Paket Stimulus Ekonomi di Gedung Kemenko Perekonomian, Jakarta Pusat, Senin (16/12). ""Seperti rumah sakit kelas VIP, pendidikan yang standar internasional yang berbayar mahal,"" imbuhnya. Berikut daftar barang mewah dan jasa dikenakan PPN 12 persen selengkapnya: 1. Beras premium2. Buah-buahan premium3. Daging premium (wagyu, daging kobe)4. Ikan mahal (salmon premium, tuna premium)5. Udang dan crustacea premium (king crab)6. Jasa pendidikan premium7. Jasa pelayanan kesehatan medis premium8. Listrik pelanggan rumah tangga 3500-6600 VA Barang-barang itu sebelumnya tidak kena PPN. [Gambas:Video CNN] ",https://www.cnnindonesia.com/ekonomi/20241216120025-532-1177846/daftar-barang-mewah-yang-kini-kena-ppn-12-persen-per-1-januari-2025,2024-12-20 01:55:32.048469
"PPn Naik, Pemerintah Gratiskan PPH Pekerja Gaji Rp4,8 juta-Rp10 Juta","Pemerintah akan menggratiskanPajakPenghasilan (PPh) pekerja bergaji Rp4,8 juta-Rp10 juta demi meringankan beban mereka dari kenaikanPPNjadi 12 persen mulai 1 Januari 2025 mendatang. ""Pemerintah memberikan insentif PPH pasal 21 ditanggung oleh pemerintah, yaitu yang gajinya sampai 10 juta,"" kata Airlangga dalam konferensi pers di Jakarta, Senin (16/12). Akan tetapi, Airlangga menjelaskan insentif tersebut hanya berlaku untuk para pekerja yang berada di industri padat karya. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Jadi dari Rp4,8 juta sampai Rp10 juta, itu PPH-nya ditanggung pemerintah khusus untuk industri padat karya,"" tutur dia.  Di sisi lain, Airlangga mengklaim kebijakan tersebut sebagai upaya pemerintah untuk memperhatikan perekonomian kelas menengah. Pemerintah memastikan kenaikan PPN dari 11 persen menjadi 12 persen  resmi berlaku mulai 1 Januari 2025. Kenaikan sejalan dengan Undang-Undang Nomor 7 Tahun 2024 tentang Harmonisasi Peraturan Perpajakan (UU HPP). ""Sesuai dengan amanah undang-undang tentang harmonisasi peraturan perpajakan, ini sesuai dengan jadwal yang telah ditentukan. Tarif PPN tahun depan akan naik sebesar 12 persen per 1 Januari,"" ujar Airlangga. Namun, Airlangga menyatakan kenaikan tidak berlaku pada sembako. [Gambas:Video CNN]  ",https://www.cnnindonesia.com/ekonomi/20241216120737-532-1177852/ppn-naik-pemerintah-gratiskan-pph-pekerja-gaji-rp48-juta-rp10-juta,2024-12-20 01:55:32.454079
Pemerintah Resmi Kenakan PPN 12 Persen per 1 Januari 2025,"Pemerintah mengumumkan tetap menaikkan tarifPajak Pertambahan Nilai (PPN)dari 11 persen menjadi 12 persen mulai 1 Januari 2025. Hal itu sejalan dengan Undang-Undang Nomor 7 Tahun 2024 tentang Harmonisasi Peraturan Perpajakan (UU HPP). Hal ini diumumkan Menteri Koordinator Bidang Perekonomian Airlangga Hartarto bersama Menteri Keuangan Sri Mulyani, juga menteri Kabinet Merah Putih lainnya pada Konferensi Pers Paket Stimulus Ekonomi di Gedung Kemenko Perekonomian, Jakarta Pusat, Senin (16/12). ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT  ""Sesuai dengan amanah undang-undang tentang harmonisasi peraturan perpajakan, ini sesuai dengan jadwal yang telah ditentukan. Tarif PPN tahun depan akan naik sebesar 12 persen per 1 Januari,"" ujar Airlangga. Pemerintah menegaskan pajak akan dikenakan pada sejumlah barang di antaranya adalah barang premium atau tergolong mewah. Namun, Airlangga mengatakan, tarif PPN 12 persen tidak berlaku untuk barang-barang yang dibutuhkan oleh masyarakat atau bahan kebutuhan pokok penting.  Bahan pokok ini justru diberikan fasilitas bebas PPN. Barang yang dimaksud adalah di antaranya beras, daging, ikan, telur, sayur, susu, gula konsumsi, jasa pendidikan, kesehatan, angkutan umum, tenaga kerja, jasa keuangan, jasa asuransi, vaksin polio, hingga pemakaian air. ""Barang-barang yang dibutuhkan olah masyarakat ini PPN-nya diberikan fasilitas atau 0 persen ... seluruhnya bebas PPN. Jadi, nanti ada yang kita berikan fasilitas, yaitu untuk barang-barang tertentu,"" imbuhnya. Guna mengantisipasi dampak kenaikan PPN tersebut, pemerintah juga akan memberlakukan sejumlah paket stimulus ekonomi untuk menjaga kesejahteraan masyarakat. [Gambas:Video CNN] ",https://www.cnnindonesia.com/ekonomi/20241216115243-532-1177844/pemerintah-resmi-kenakan-ppn-12-persen-per-1-januari-2025,2024-12-20 01:55:32.846312
Toyota Berusaha Tahan Harga Imbas PPN 12 Persen dan Opsen Pajak 2025,"Direktur Pemasaran PT Toyota-Astra Motor (TAM) Anton Jimmi Suwandy mengatakanToyotaakan berupaya untuk tidak menaikkan harga produknya di awal 2025 imbas kenaikan pajak berupa PPN 12 persen dari 11 persen dan Opsen pajak Bea Balik Nama Kendaraan Bermotor (BBNKB) yang berlaku tahun depan. Menurut Anton langkah tersebut agar tidak memengaruhi daya beli masyarakat terkait pembelian mobil-mobil Toyota. ""Kami sedang berusaha untuk mempertahankan semaksimal mungkin supaya tidak ada kenaikan harga dari kami,"" kata Anton di Surabaya, Kamis (12/12) malam. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Anton menjelaskan strategi tersebut berbeda dari tahun tahun sebelumnya di mana awal tahun harga mobil mengalami kenaikan harga karena berbagai pertimbangan. ""Jadi itu yang berbeda dengan tahun-tahun sebelumnya, biasanya awal tahun kami akan menaikkan harga karena biaya juga naik,"" ucap Anton.  Anton menjelaskan kenaikan harga mobil di awal tahun umumnya imbas penyesuaian upah minimum provinsi (UMP) dan biaya produksi. Namun pihak TAM mencoba untuk ""menanggung"" beban konsumen. ""Karena kan gaji UMP juga naik ya. Jadi, sebagai akibatnya harusnya harga mobil akan naik, tapi kami sedang diskusi dengan pabrikan untuk tidak menaikkan harga Toyota, untuk mengurangi supaya tadi kenaikan 1 persen itu dirasa tinggi ya masyarakat,"" ujar Anton. Selanjutnya, pihak Toyota berharap pemerintah juga berkomitmen memberikan insentif untuk industri otomotif yang tengah terpukul dalam beberapa tahun terakhir. ""Sambil ya kami juga berharap supaya insentif dari pemerintah pusat, atau pemerintah daerah itu akan bergulir segera di bulan Januari,"" ucap Anton. Pada tahun ini penjualan mobil diharapkan sentuh 850 ribu unit usai direvisi dari sebelumnya tembus 1,1 juta unit.  Sebelumnya, Sekretaris Umum Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo) Kukuh Kumara memperkirakan kenaikan pajak pertambahan nilai (PPN) menjadi 12 persen dan opsen pajak tahun depan akan mengkoreksi penjualan mobil hingga 500 ribu unit tahun depan. Hal ini tidak diinginkan para pelaku industri otomotif karena berdampak kepada nasib para pekerja pabrik. Menurut Kukuh, berdasarkan simulasi Gaikindo bersama para pakar ekonom dalam negeri penerapan dua pajak itu dinilai kurang tepat karena saat ini tengah terjadi penurunan daya beli masyarakat. ""Jika kenaikan lebih dari 5 persen, dampaknya sangat berat. Tahun ini saja, target penjualan sudah direvisi dari 1 juta unit menjadi 850 ribu unit,"" tuturnya. Pada 2013 penjualan roda empat domestik hanya berkisar satu juta unit. Angka tersebut dianggap ironis bahkan terkesan jalan di tempat. ""Sejak 2013, penjualan tahunannya berkisar satu juta unit. Ironis sekali. Ternyata salah satu penyebab utama stagnasi ini adalah fenomena menurunnya kasta kelas menengah,"" kata dia saat itu. [Gambas:Video CNN] ",https://www.cnnindonesia.com/otomotif/20241215151352-587-1177578/toyota-berusaha-tahan-harga-imbas-ppn-12-persen-dan-opsen-pajak-2025,2024-12-20 01:55:33.193198
Airlangga Ungkap PPN 12 Persen dan Paket Ekonomi Diumumkan Senin Depan,"Menteri Koordinator Bidang PerekonomianAirlangga Hartartomenyebut rincian kenaikanpajakpertambahan nilai (PPN) dari 11 persen menjadi 12 persen untuk barang mewah pada 2025 akan diumumkan pada pukul 10.00 WIB Senin (16/12) pekan depan. Airlangga mengungkap saat ini progres perhitungan kenaikan PPN tersebut masih dalam proses finalisasi. ""Perhitungannya difinalisasi. Akan diumumkan hari Senin jam 10,"" ujar Airlangga ditemui di Istana Negara Jakarta, Jumat (13/12). ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Namun, Airlangga tak merinci siapa yang akan mengumumkan kenaikan PPN tersebut.  Tak hanya soal PPN, pada Senin depan, pemerintah juga akan mengumumkan terkait paket stimulus ekonomi terbaru. Paket tersebut berupa insentif pajak yang diberikan pemerintah untuk industri otomotif serta properti. ""Soal PPN dan paket ekonomi,"" imbuhnya. Dalam kesempatan itu, Airlangga juga kembali memastikan bahwa bahan pokok akan dibebaskan dari pengenaan PPN 12 persen yang bakal diberlakukan per 1 Januari 2025 itu. ""Yang penting bahan pokok penting itu tak kena PPN,"" ucapnya.  Selain soal PPN, Airlangga juga sempat mengungkap pada pekan depan pemerintah juga bakal mengumumkan kebijakan fiskal lainnya. Misalnya, soal insentif Pajak Penjualan atas Barang Mewah (PPnBM) kendaraan dan Pajak Pertambahan Nilai Ditanggung Pemerintah (PPN DTP). Menurut Airlangga, deretan kebijakan fiskal itu akan dimatangkan. Kebijakan fiskal lainnya yang bakal diumumkan pekan depan terkait adanya insentif baru untuk industri padat karya. ""Insentif ini agar industri padat karya itu mempunyai daya saing. Karena kalau dia tidak berdaya saing, tentu akan kalah dengan industri yang baru berinvestasi,"" ujar dia ditemui di Kantor Kemenko Bidang Perekonomian, Selasa (3/12) lalu, dikutipdetikfinance. [Gambas:Video CNN] ",https://www.cnnindonesia.com/ekonomi/20241213175334-532-1177174/airlangga-ungkap-ppn-12-persen-dan-paket-ekonomi-diumumkan-senin-depan,2024-12-20 01:55:43.229455
Eks Staf Sri Mulyani Bicara Penurunan PPN Jadi 8 Persen di Vietnam,"Eks Staf Khusus Menteri Keuangan Yustinus Prastowo membahas soal penurunan tarif pajak pertambahan nilai (PPN) diVietnamdari 10 persen menjadi 8 persen. Topik itu dibahas lewat cuitan di media sosial X resminya @prastow, di tengah ramai pembicaraan tentang wacana pemerintah menaikkan PPN dari 11 persen menjadi 12 persen yang bakal diberlakukan mulai 2025. Ia menyebut pemerintah Vietnam resmi memperpanjang penurunan tarif PPN dari 10 persen ke 8 persen untuk jenis barang dan jasa tertentu sampai dengan 30 Juni 2025. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Penurunan tarif tersebut berlaku untuk sektor penerbangan, transportasi, pariwisata, akomodasi, pendidikan dan pelatihan, agrikultur, manufaktur dan pengolahan, dan perumahan sosial.  Menurut Prastowo, Indonesia lebih maju dibanding Vietnam dalam hal besaran fasilitas PPN di beberapa sektor tersebut dibandingkan Vietnam. Jika Vietnam menerapkan PPN 8 persen, Indonesia malah memungut 0 persen alias bebas PPN untuk sektor-sektor tertentu. ""Bahkan (Indonesia) di agrikultur banyak yg mendapat fasilitas PPN tidak dipungut atau dibebaskan. Termasuk sektor pendidikan. Yang kalah di manufaktur atau industri pengolahan. Ini (sektor manufaktur atau industri pengolahan) dampak penggandanya besar jika ada fasilitas,"" cuit Prastowo, Rabu (11/12).  [Gambas:Twitter]  Pemerintah akan menaikkan PPN dari 11 persen menjadi 12 persen mulai tahun depan. Kenaikan dilakukan dengan dalih menjalankan UU Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan (HPP). Dalam beleid itu, pemerintah dan DPR memang menetapkan PPN naik jadi 11 persen mulai 2022 dan menjadi 12 persen mulai 2025. Belakangan, Presiden Prabowo dan Menkeu Sri Mulyani menyebut kenaikan PPN menjadi 12 persen hanya berlaku pada barang mewah.  Sementara itu, pemerintah Vietnam menurunkan tarif PPN dari 10 persen menjadi 8 persen hingga Juni 2025. Kebijakan diskon PPN ini berlaku sejak 2022. Perpanjangan kebijakan penurunan PPN ini diharapkan dapat membantu merangsang daya beli dan mendorong geliat bisnis. Pemerintah Vietnam ingin harga barang dan jasa turun agar ekonomi tumbuh. Kementerian Keuangan Vietnam memperkirakan turunnya PPN sebesar 2 persen akan membuat penerimaan negara berkurang sekitar US$1,02 miliar atau sekitar Rp16,29 triliun (asumsi kurs Rp15.970) pada paruh pertama 2025. Namun, pemerintah Vietnam optimis penurunan PPN ini akan membantu mendorong produksi dan bisnis, yang juga akan menciptakan pendapatan bagi anggaran negara. [Gambas:Video CNN]",https://www.cnnindonesia.com/ekonomi/20241212124900-532-1176556/eks-staf-sri-mulyani-bicara-penurunan-ppn-jadi-8-persen-di-vietnam,2024-12-20 01:55:43.525127
VIDEO: Sri Mulyani Beberkan Sejumlah Barang Kebutuhan Tak Kena Pajak,"Dalam konferensi pers APBN Kita Rabu sore, Menteri Keuangan Sri Mulyani menjelaskan barang kebutuhan yang tidak dikenakan pajak alias pajak nol persen dan bagaimana update pajak 12 persen di tahun depan. Sri Mulyani menjabarkan sejumlah barang dan jasa yang tidak dikenakan pajak 11 persen meski hal tersebut diatur di undang undang perpajakan. Barang jasa tersebut antara lain, beras, daging, telur, susu segar, gula, jasa kesehatan, jasa angkutan, rusunami, rumah sederhana hingga pemakaian listrik dan air. Menkeu juga menjelaskan, potensi pajak yang bisa diterima bila barang ini dikenakan pajak bisa mencapai Rp230 triliun. Terkait pajak 12 persen yang akan diterapkan tahun depan Menkeu masih akan menghitung dan menyiapkan dengan tetap mengedepankan asas berkeadilan.",https://www.cnnindonesia.com/tv/20241212121034-407-1176541/video-sri-mulyani-beberkan-sejumlah-barang-kebutuhan-tak-kena-pajak,2024-12-20 01:55:43.851718
Sri Mulyani Umumkan Barang Kena PPN 12 Persen Pekan Depan,"Menteri KeuanganSri Mulyanitengah menyusun daftar barang yang bakal terkena kenaikan pajak pertambahan nilai (PPN) 12 persen pada pekan depan. Ia memastikan PPN yang saat ini tarifnya 11 persen bakal naik menjadi 12 persen mulai 1 Januari 2025, meski berlaku untuk barang-barang tertentu. Menurutnya, kenaikan PPN menjadi 12 persen adalah amanat Undang-Undang yang akan dijalankan berdasarkan azas keadilan dan tentu mendengarkan aspirasi masyarakat. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Kami sedang memformulasikan secara lebih detail, karena ini berkaitan dengan APBN, keadilan, daya beli, dan pertumbuhan ekonomi yang perlu disimbangkan. Beberapa arahan dan diskusi terus kami lakukan, dan ini dalam tahap finalisasi,"" ujarnya dalam konferensi pers APBN KiTa, Rabu (11/12).  Aturan detail kenaikan PPN ini rencananya akan ia umumkan bersama dengan Menteri Koordinator Bidang Perekonomian Airlangga Hartarto. Pengumuman itu juga termasuk soal barang-barang apa saja yang akan dipungut PPN 12 persen. ""Kami akan segera mengumumkan bersama dengan Menko Perekonomian mengenai keseluruhan paket, tidak hanya terkait dengan PPN 12 persen,"" jelasnya. Ani, sapaan akrabnya, menekankan meski PPN naik jadi 12 persen tapi tu hanya untuk barang-barang mewah saja.  Sementara itu, Ani memastikan barang dan jasa yang selama ini dikonsumsi oleh masyarakat luas akan tetap dibebaskan dari pengenaan PPN. ""Saya ulangi lagi, barang-barang yang tidak terkena PPN tetap akan dipertahankan, tetapi PPN 12 persen akan diberlakukan hanya untuk barang-barang yang dianggap mewah,"" terangnya. Ia merinci barang dan jasa yang akan tetap dibebaskan dari PPN 12 persen adalah barang kebutuhan pokok seperti beras, daging, ikan, telur, sayur, susu segar, gula konsumsi, jasa pendidikan, jasa kesehatan, jasa angkutan umum, jasa tenaga kerja, jasa keuangan, jasa asuransi, buku, vaksinasi, rumah sederhana dan rusunami.  Ani menambahkan pemakaian listrik dan air pun tidak dikenakan PPN. Bahkan pada tahun depan, diperkirakan negara kehilangan potensi penerimaan hingga Rp265 triliun karena selama ini bebas PPN. ""Jika kita perkirakan, nilai barang dan jasa yang tidak dipungut PPN untuk tahun ini mencapai Rp231 triliun. Meskipun Undang-undang menyebutkan PPN 11 persen, banyak barang dan jasa yang dibebaskan dari PPN. Hal yang sama juga akan diterapkan jika PPN naik menjadi 12 persen. Kami memperkirakan pembebasan PPN pada tahun depan akan mencapai Rp265,6 triliun,"" pungkasnya. [Gambas:Video CNN]",https://www.cnnindonesia.com/ekonomi/20241212110814-532-1176521/sri-mulyani-umumkan-barang-kena-ppn-12-persen-pekan-depan,2024-12-20 01:55:44.237753
Vietnam Turunkan PPN Jadi 8 Persen Demi Dorong Daya Beli,"PemerintahVietnammenurunkan tarif pajak pertambahan nilai (PPN) dari 10 persen menjadi 8 persen hingga Juni 2025. Ini terjadi usai Majelis Nasional menyetujui perpanjangan penurunan PPN sebesar 2 persen hingga akhir Juni 2025 pada Sabtu lalu (7/12). Kebijakan diskon PPN ini berlaku sejak 2022. Perpanjangan kebijakan penurunan PPN ini diharapkan dapat membantu merangsang daya beli dan mendorong geliat bisnis. Pemerintah Vietnam ingin harga barang dan jasa turun agar ekonomi tumbuh. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Berdasarkan laporanVietnam News, beberapa barang dan jasa yang dikenakan tarif pajak 10 persen akan terus menikmati tarif 8 persen selama enam bulan ke depan.  Namun, penurunan PPN ini tidak berlaku untuk sektor real estat, sekuritas, perbankan, telekomunikasi, informasi dan teknologi, batu bara, bahan kimia, serta produk dan layanan yang dikenakan pajak konsumsi khusus. Kementerian Keuangan Vietnam memperkirakan turunnya PPN sebesar 2 persen akan membuat penerimaan negara berkurang sekitar US$1,02 miliar atau sekitar Rp16,29 triliun (asumsi kurs Rp15.970) pada paruh pertama 2025. Namun, pemerintah Vietnam optimis penurunan PPN ini akan membantu mendorong produksi dan bisnis, yang juga akan menciptakan pendapatan bagi anggaran negara. Kebijakan penurunan PPN di Vietnam telah diterapkan sejak 2022 untuk mendukung industri, serta mendorong konsumsi setelah pandemi Covid-19.  Hasilnya, pada tahun tersebut daya beli masyarakat lebih cepat pulih. Total penjualan eceran barang dan jasa melonjak hingga 19,8 persen dibandingkan 2021. Lalu pada 2023, penurunan PPN menjadi 8 persen ini juga berkontribusi pada peningkatan penjualan eceran barang dan jasa sebesar 9,6 persen. Kebijakan penurunan PPN ternyata berhasil mengerek pertumbuhan ekonomi Vietnam. Ekonomi Vietnam tumbuh 8,02 persen pada 2022. Pendorong utamanya adalah ekspor dan penjualan eceran yang kuat. Ini merupakan kenaikan tercepat sejak 1997. Angka pertumbuhan Pendapatan Domestik Bruto (PDB) tersebut lebih tinggi dari target resmi pemerintah, yakni sebesar 6,0 persen hingga 6,5 persen. Lajunya juga lebih kencang dari 2021, yang hanya tumbuh 2,58 persen akibat penerapan lockdown yang turut menekan perekonomian mereka, serta berdampak pada aktivitas pabrik-pabrik di sana. [Gambas:Video CNN]",https://www.cnnindonesia.com/ekonomi/20241212064743-532-1176417/vietnam-turunkan-ppn-jadi-8-persen-demi-dorong-daya-beli,2024-12-20 01:55:44.555260
